,AvatarID,Total_days_actv,Actual_days_actv,Active_Ratio,Total_login,Level_l,Level_m,Level_h,Race_Orc,Race_Tauren,Race_Troll,Race_Undead,Class_Warrior,Class_Hunter,Class_Rogue,Class_Shaman,Class_Warlock,Class_Druid,Class_Mage,Class_Priest,Churn
15592,15140,344,6,1.74418604651,42,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15593,15201,1,2,200.0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15594,15369,13,11,84.6153846154,223,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15595,15767,1,2,200.0,20,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15596,15910,746,16,2.14477211796,53,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15597,16163,3,4,133.333333333,176,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15598,16426,2,3,150.0,48,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15599,16935,708,19,2.68361581921,278,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15600,16975,359,4,1.11420612813,42,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15601,17096,1801,96,5.33037201555,2651,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
15602,17252,391,19,4.85933503836,750,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15603,17552,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15604,17604,1,2,200.0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15605,17867,0,1,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
15606,18120,0,1,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15607,18202,1464,49,3.34699453552,1159,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15608,18888,2,2,100.0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15609,18914,7,7,100.0,100,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15610,18996,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15611,19028,723,10,1.38312586445,86,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15612,19128,745,8,1.07382550336,72,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15613,19292,1099,14,1.27388535032,114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15614,19591,1086,72,6.62983425414,2422,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
15615,19930,0,1,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15616,19989,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15617,20181,19,2,10.5263157895,4,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
15618,20242,7,8,114.285714286,318,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15619,20279,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15620,20357,1,2,200.0,18,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15621,20566,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15622,20989,0,1,,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15623,21290,0,1,,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15624,21343,1,2,200.0,88,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15625,21880,25,26,104.0,984,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
15626,22561,18,3,16.6666666667,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15627,22764,24,10,41.6666666667,203,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15628,22805,20,3,15.0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
15629,23085,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15630,23135,24,20,83.3333333333,249,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
15631,23695,0,1,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15632,23705,22,23,104.545454545,595,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15633,23759,8,2,25.0,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15634,23891,12,3,25.0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
15635,23917,2,2,100.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15636,23972,6,2,33.3333333333,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
15637,24063,0,1,,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15638,24082,0,1,,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15639,24275,14,7,50.0,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15640,25006,11,2,18.1818181818,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15641,25174,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15642,25734,4,5,125.0,101,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15643,25843,4,3,75.0,38,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15644,26158,1,2,200.0,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15645,63,371,25,6.73854447439,1343,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
15646,635,1114,49,4.39856373429,504,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
15647,885,2573,44,1.71006607073,1507,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
15648,1638,3679,215,5.84397934221,8043,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
15649,1724,2573,4,0.155460551885,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15650,1898,738,9,1.21951219512,26,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15651,1960,12,9,75.0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15652,2512,25,22,88.0,286,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
15653,2587,19,3,15.7894736842,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15654,2850,3671,6,0.163443203487,15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15655,2853,3670,53,1.44414168937,123,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15656,3193,2550,20,0.78431372549,67,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15657,3417,0,1,,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15658,3598,1109,2,0.180342651037,8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15659,4008,1464,111,7.58196721311,4893,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
15660,4026,0,1,,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15661,4206,368,4,1.08695652174,7,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
15662,4661,0,1,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15663,4845,348,2,0.574712643678,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15664,5136,1,2,200.0,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15665,5449,1,2,200.0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15666,5522,1454,2,0.137551581843,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15667,5653,0,1,,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15668,5693,3278,120,3.66076876144,1589,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
15669,5835,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15670,5913,746,60,8.04289544236,1367,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
15671,6510,0,1,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15672,6789,2,2,100.0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15673,6997,0,1,,29,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15674,7044,0,1,,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15675,7099,721,11,1.52565880721,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15676,7375,12,4,33.3333333333,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15677,7438,730,6,0.821917808219,31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15678,7492,0,1,,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15679,7540,0,1,,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15680,7976,721,5,0.693481276006,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15681,8066,2931,142,4.84476287956,2501,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
15682,8080,351,3,0.854700854701,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15683,8401,708,15,2.1186440678,242,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15684,8441,2,3,150.0,109,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15685,8520,344,5,1.45348837209,47,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15686,8799,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15687,8995,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15688,9128,0,1,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15689,9499,1104,11,0.996376811594,80,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15690,9979,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15691,9985,2907,20,0.687994496044,111,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
15692,10144,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15693,10312,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15694,11032,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15695,11085,340,5,1.47058823529,121,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15696,11091,336,2,0.595238095238,17,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15697,11654,8,3,37.5,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15698,11656,3,4,133.333333333,60,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15699,11753,16,6,37.5,33,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15700,11967,356,10,2.80898876404,176,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
15701,12002,1104,24,2.17391304348,43,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15702,12131,0,1,,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
15703,12149,2569,57,2.21876216427,524,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15704,12150,0,1,,16,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15705,12383,2561,16,0.624755954705,19,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15706,12505,377,7,1.85676392573,52,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15707,12645,2195,14,0.637813211845,55,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15708,12745,1,2,200.0,27,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15709,13014,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15710,13189,2553,49,1.91931061496,265,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15711,13367,1,2,200.0,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15712,13479,1,2,200.0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15713,13683,0,1,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15714,14442,0,1,,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15715,14509,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15716,14866,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15717,15099,338,2,0.591715976331,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15718,15392,1462,21,1.43638850889,306,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15719,15669,1838,45,2.44831338411,859,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15720,16301,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15721,16376,729,3,0.411522633745,14,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15722,17015,713,10,1.40252454418,157,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15723,17139,1,2,200.0,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
15724,17215,706,22,3.11614730878,332,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15725,17369,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15726,17405,368,9,2.44565217391,33,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15727,17450,0,1,,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
15728,17729,1456,61,4.18956043956,2888,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
15729,18089,1465,103,7.03071672355,2097,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
15730,18291,6,3,50.0,14,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15731,18340,2,3,150.0,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15732,18648,1099,12,1.09190172884,41,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15733,19141,0,1,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15734,19262,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15735,19295,0,1,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15736,19344,5,3,60.0,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15737,19379,1102,30,2.722323049,669,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15738,19445,5,3,60.0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15739,19721,357,2,0.560224089636,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15740,20048,747,5,0.669344042838,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15741,20222,9,7,77.7777777778,107,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15742,20225,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15743,20402,7,4,57.1428571429,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15744,20652,734,33,4.49591280654,1229,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
15745,20682,0,1,,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15746,20838,392,44,11.2244897959,613,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15747,21322,0,1,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15748,21816,335,2,0.597014925373,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15749,21828,362,19,5.24861878453,377,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
15750,22047,25,3,12.0,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15751,22174,25,20,80.0,434,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
15752,22300,25,26,104.0,853,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
15753,22329,26,27,103.846153846,1221,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
15754,22781,17,11,64.7058823529,146,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
15755,22895,24,11,45.8333333333,57,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
15756,23158,16,2,12.5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15757,23259,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15758,23641,0,1,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15759,23663,22,19,86.3636363636,286,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15760,23875,20,2,10.0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15761,23967,18,2,11.1111111111,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
15762,24158,18,10,55.5555555556,52,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
15763,24165,5,2,40.0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15764,24290,0,1,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
15765,24477,16,2,12.5,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15766,24611,0,1,,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15767,24625,1,2,200.0,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15768,24961,0,1,,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15769,25078,0,1,,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15770,25323,7,4,57.1428571429,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15771,25398,0,1,,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15772,25683,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15773,25707,0,1,,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
15774,25727,1,2,200.0,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
15775,25905,0,1,,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15776,25938,3,4,133.333333333,69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15777,26040,0,1,,15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15778,395,3665,230,6.275579809,4330,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
15779,403,13,8,61.5384615385,283,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
15780,779,3668,148,4.03489640131,4121,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
15781,982,372,5,1.34408602151,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
15782,1104,7,2,28.5714285714,22,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15783,1609,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15784,1738,2577,28,1.08653473031,91,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
15785,1926,2,2,100.0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
15786,2498,1100,18,1.63636363636,224,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
15787,2728,23,12,52.1739130435,195,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
15788,3101,3670,95,2.58855585831,1194,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
15789,3126,0,1,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15790,3639,0,1,,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15791,3695,359,2,0.557103064067,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15792,3707,740,2,0.27027027027,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15793,4022,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15794,4140,1083,4,0.369344413666,45,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15795,4224,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15796,4301,1833,34,1.85488270595,459,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
15797,4344,1096,8,0.729927007299,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15798,4599,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15799,4752,0,1,,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15800,4894,7,2,28.5714285714,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
15801,5089,0,1,,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15802,5407,0,1,,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15803,5504,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15804,5677,3640,98,2.69230769231,1235,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
15805,5898,343,4,1.16618075802,25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15806,5985,1116,74,6.63082437276,1888,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
15807,6147,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15808,6576,3307,121,3.65890535228,4547,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
15809,6947,17,5,29.4117647059,41,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15810,7302,1089,3,0.275482093664,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15811,7694,0,1,,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15812,7841,0,1,,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15813,7899,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15814,8113,3,3,100.0,35,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15815,8400,2190,3,0.13698630137,5,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
15816,8626,369,3,0.813008130081,35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15817,8696,347,5,1.4409221902,32,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15818,8923,0,1,,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15819,9550,1825,14,0.767123287671,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15820,10073,0,1,,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15821,10103,363,19,5.23415977961,247,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15822,10170,742,70,9.43396226415,3930,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
15823,10465,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15824,10522,1827,4,0.218938149973,27,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15825,10573,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15826,10662,2171,14,0.644864117918,64,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15827,10681,0,1,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15828,10895,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15829,11528,1485,4,0.26936026936,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15830,11618,2578,88,3.41349883631,1303,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
15831,11635,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15832,12178,0,1,,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15833,12818,2537,179,7.05557745369,6502,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
15834,12915,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15835,13090,339,5,1.47492625369,96,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15836,13163,2172,7,0.322283609576,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
15837,13218,1,2,200.0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15838,13546,2214,43,1.94218608853,212,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15839,13561,0,1,,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15840,13723,739,7,0.947225981055,60,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
15841,13943,380,6,1.57894736842,184,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15842,13947,365,6,1.64383561644,26,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15843,14074,3,2,66.6666666667,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15844,14249,0,1,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15845,14503,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15846,14651,0,1,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15847,15021,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15848,15623,0,1,,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15849,16557,1830,9,0.491803278689,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15850,16636,0,1,,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15851,16783,1,2,200.0,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15852,16844,1,2,200.0,19,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15853,16903,722,3,0.415512465374,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
15854,17009,3,3,100.0,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
15855,17832,1097,3,0.273473108478,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
15856,18047,0,1,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15857,18200,1102,30,2.722323049,229,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15858,18434,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15859,18436,357,2,0.560224089636,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15860,18720,741,36,4.85829959514,886,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
15861,18807,0,1,,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15862,19253,361,4,1.108033241,27,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15863,19460,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
15864,19574,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15865,19582,4,4,100.0,37,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15866,19902,0,1,,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15867,20012,744,39,5.24193548387,561,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15868,20063,22,2,9.09090909091,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
15869,20164,363,2,0.550964187328,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15870,20351,0,1,,20,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15871,20654,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15872,21059,0,1,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15873,21265,1,2,200.0,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15874,21665,0,1,,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15875,22069,15,11,73.3333333333,215,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
15876,22715,24,23,95.8333333333,478,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
